TimeStamp,W01,W02,W03,W1_0,W1_1,W1_2,W1_3,W1_4,W1_5,W2_0,W2_1,W2_2,W2_3,W2_4,W2_5,W3_0,W3_1,W3_2,W3_3,W3_4,W3_5
180,0.352879792,0.297285259,0.348394096,0.352879792,1.370931387,0.46639365,0.620331287,0.035374612,0.099999622,0.297285259,1.484592557,0.711641252,0.803883255,0.074269898,0.090451822,0.348394096,1.735012054,0.955998838,1.0590446,0.059959829,0.080664173
181,0.339311033,0.338191122,0.279934883,0.339311033,1.352400661,0.490847498,0.608680367,0.014630927,0.087408826,0.338191122,1.512928247,0.588612914,0.813782275,0.074804559,0.098128691,0.279934883,1.754974842,0.997299492,1.099352837,0.022074144,0.081573457
182,0.366592348,0.355159789,0.461903065,0.366592348,1.399816871,0.588317752,0.604522824,0.038786627,0.101647839,0.355159789,1.502188325,0.641898096,0.789452136,0.075837478,0.086937234,0.461903065,1.744412899,0.843201637,1.057217479,0.051497191,0.079989046
183,0.393217385,0.354578316,0.322590023,0.393217385,1.414613485,0.465084702,0.608579159,0.014495071,0.085624039,0.354578316,1.512218356,0.777783453,0.784827471,0.070219181,0.092480898,0.322590023,1.754296541,1.054161906,1.026692152,0.050496481,0.091403857
184,0.374071747,0.39158079,0.444944531,0.374071747,1.402519464,0.590705514,0.625213981,0.017537821,0.093816116,0.39158079,1.528891444,0.618379056,0.778292,0.07824631,0.082146272,0.444944531,1.779445171,0.907014489,1.04569602,0.00975367,0.112163752
185,0.323650599,0.376818895,0.405997396,0.323650599,1.41939652,0.578285396,0.611428499,0.010656938,0.096038505,0.376818895,1.502558947,0.709554136,0.784785926,0.06877733,0.092055842,0.405997396,1.762359381,0.900374711,0.999058664,0.082243539,0.099858865
186,0.3132644,0.333501786,0.277930588,0.3132644,1.396187186,0.552101493,0.587193668,0.019020002,0.101595595,0.333501786,1.551960826,0.719825029,0.764829814,0.057113022,0.065188363,0.277930588,1.799602032,1.047226191,0.995721638,0.038728714,0.092554331
187,0.324760795,0.408372521,0.367208481,0.324760795,1.418183684,0.622029603,0.598660827,0.030527906,0.100738198,0.408372521,1.527744532,0.666942894,0.769892275,0.058929749,0.105039001,0.367208481,1.798681021,0.873876274,0.99258858,0.054947458,0.085652292
188,0.399982005,0.288630843,0.355425328,0.399982005,1.445961356,0.522845387,0.570618391,0.017783541,0.094283357,0.288630843,1.566956878,0.767552614,0.758113563,0.046709083,0.068221971,0.355425328,1.796328545,1.013489962,0.950444281,0.045959555,0.090704381
189,0.365466326,0.391506463,0.297771007,0.365466326,1.440884948,0.565667033,0.569210112,0.034386113,0.078543663,0.391506463,1.57559216,0.65748775,0.766118705,0.032491677,0.098044112,0.297771007,1.837155104,1.025173664,0.962022603,0.011234568,0.100213185
190,0.356957763,0.424192846,0.43313995,0.356957763,1.432840943,0.659067333,0.558270335,0.031404264,0.091981351,0.424192846,1.590182304,0.691944301,0.751376212,0.061704926,0.096345842,0.43313995,1.807712078,0.955828905,0.929703236,0.035900027,0.088674799
191,0.40458256,0.359598011,0.324000508,0.40458256,1.453312874,0.566127419,0.569391727,0.03262227,0.087695554,0.359598011,1.601737738,0.805233598,0.73205477,0.061553441,0.079943627,0.324000508,1.814784288,1.066254735,0.911175966,0.033882886,0.085029796
192,0.387559384,0.449269503,0.353460371,0.387559384,1.453917623,0.656313896,0.55222702,0.023911664,0.098141432,0.449269503,1.608487964,0.703719318,0.731851935,0.05064334,0.095265985,0.353460371,1.845691323,0.913725555,0.933077753,0.019483827,0.083520949
193,0.292706102,0.414373279,0.36240682,0.292706102,1.448367238,0.622828424,0.548601091,0.026020357,0.102908149,0.414373279,1.598597527,0.801344395,0.707407296,0.039908405,0.097429469,0.36240682,1.843545556,0.965179145,0.895095289,0.050006941,0.083617762
194,0.372876972,0.397526205,0.345604211,0.372876972,1.471463919,0.612891614,0.533777833,0.013552526,0.09125182,0.397526205,1.651571751,0.772832811,0.718153,0.049236469,0.100897178,0.345604211,1.862982273,1.099018216,0.881013572,0.030888226,0.085116461
195,0.35085696,0.443143219,0.419996679,0.35085696,1.440279245,0.724444509,0.518220663,0.006017061,0.088302895,0.443143219,1.621449351,0.704838157,0.709700644,0.045501344,0.103893489,0.419996679,1.869989157,0.934314907,0.872153521,0.035064295,0.092746511
196,0.350441307,0.430916131,0.364409924,0.350441307,1.480369925,0.614483356,0.530134857,-0.002220751,0.096016049,0.430916131,1.630411863,0.812061429,0.716715097,0.05175446,0.092512682,0.364409924,1.862055421,1.004957199,0.832153738,0.031948261,0.09199284
197,0.400377274,0.441886485,0.363655627,0.400377274,1.482999563,0.613551259,0.50630486,0.003667158,0.096958935,0.441886485,1.651712775,0.749725878,0.711093307,0.041892365,0.073010966,0.363655627,1.892824411,1.021200776,0.851819158,0.031281151,0.096938983
198,0.337944418,0.460922748,0.444450498,0.337944418,1.488836884,0.70953089,0.487488955,0.014639813,0.091080725,0.460922748,1.629645348,0.749391973,0.687896073,0.05615183,0.093548074,0.444450498,1.881661773,0.975244701,0.827630937,0.027655087,0.102690935
199,0.366097718,0.446422517,0.316509485,0.366097718,1.510123014,0.610049069,0.504384339,0.020005291,0.106112465,0.446422517,1.656996131,0.857704163,0.686957657,0.057495847,0.074094325,0.316509485,1.911128879,1.09472239,0.785586774,0.025573025,0.092603013
200,0.390571088,0.455964088,0.339341223,0.390571088,1.537476659,0.69360882,0.513916671,0.00728954,0.094645128,0.455964088,1.662160993,0.745573699,0.710328698,0.036413267,0.086743847,0.339341223,1.927040339,1.020550609,0.788487136,-0.001418337,0.092678651
201,0.354510367,0.462595284,0.372524679,0.354510367,1.506799221,0.692587674,0.504930735,0.003482977,0.107705176,0.462595284,1.657140732,0.788311183,0.687576532,0.055088788,0.072927222,0.372524679,1.93757534,1.035666466,0.767101884,0.021138135,0.089558139
202,0.379470468,0.446602404,0.30027321,0.379470468,1.499781489,0.644079983,0.49682948,0.021164779,0.106030941,0.446602404,1.691903949,0.857281029,0.682005525,0.044770084,0.062782079,0.30027321,1.965369344,1.114182949,0.763135791,-0.00042755,0.084680453
203,0.384245992,0.496667325,0.376462847,0.384245992,1.508057594,0.723393142,0.477512747,0.017763006,0.081730276,0.496667325,1.68578589,0.789980412,0.664584756,0.035023909,0.074242994,0.376462847,1.982198238,1.005273819,0.742471039,-0.000174052,0.093479082
204,0.326415956,0.490400493,0.33050561,0.326415956,1.515480399,0.638632178,0.479728729,0.013909247,0.09387143,0.490400493,1.69339323,0.817172527,0.650332212,0.030044742,0.075655147,0.33050561,1.943760037,1.0780375,0.738080323,0.017467938,0.087789536
205,0.349504858,0.468656331,0.309440255,0.349504858,1.511064887,0.686752141,0.462028295,-0.004382791,0.114359036,0.468656331,1.707894325,0.76212579,0.639941514,0.039538063,0.061302017,0.309440255,2.007606506,1.114336252,0.735216558,-0.000369518,0.081564412
206,0.311587095,0.435637921,0.351226985,0.311587095,1.517341971,0.770752072,0.459681004,0.004818903,0.108684823,0.435637921,1.671757698,0.789473474,0.62282747,0.049051769,0.071771696,0.351226985,1.990191579,1.029549241,0.722299755,-0.000491276,0.094727919
207,0.352077663,0.354906291,0.322950512,0.352077663,1.569000721,0.667267144,0.472784042,0.006730984,0.09889394,0.354906291,1.703210473,0.897697866,0.615929961,0.040167883,0.074555159,0.322950512,2.014583826,1.083394289,0.703146398,-0.004807174,0.084638342
208,0.361414015,0.453859836,0.333706141,0.361414015,1.532339215,0.732349277,0.443693429,-0.015950648,0.094758257,0.453859836,1.710309982,0.818427682,0.617150366,0.035906974,0.065983996,0.333706141,1.996321321,1.10416472,0.70008409,0.007326121,0.089540511
209,0.336526334,0.429485977,0.360513717,0.336526334,1.57523632,0.756259143,0.444000334,-0.031492099,0.082984596,0.429485977,1.721066475,0.898195267,0.612631857,0.047865152,0.058335986,0.360513717,2.034080029,1.091448426,0.694920838,-0.001829538,0.100721285
210,0.374419749,0.409978986,0.34621048,0.374419749,1.56532371,0.693678439,0.44916445,-0.010106822,0.087557778,0.409978986,1.737709761,0.90578568,0.60109067,0.021219425,0.07020551,0.34621048,2.045094967,1.030831695,0.659909785,0.011590429,0.099496976
211,0.305139035,0.421454817,0.319364071,0.305139035,1.586254001,0.735530496,0.441805422,-0.003716974,0.098775104,0.421454817,1.730736494,0.846645594,0.599313259,0.022217331,0.081818104,0.319364071,2.009143591,1.047860265,0.654230058,0.002909849,0.08425726
212,0.345195055,0.418563187,0.339405954,0.345195055,1.58750689,0.807197213,0.436383098,-0.013514947,0.089792728,0.418563187,1.744422197,0.903536022,0.585899472,0.032830589,0.056019593,0.339405954,2.015602112,1.122230411,0.652802646,0.007072059,0.101893887
213,0.360774636,0.354520202,0.316277146,0.360774636,1.568692803,0.794533432,0.43759805,-0.009003587,0.083727837,0.354520202,1.740205646,0.924019933,0.564092159,0.040153828,0.073263094,0.316277146,2.012868404,1.113979578,0.641841352,0.009821141,0.09097977
214,0.334068775,0.387406081,0.291066945,0.334068775,1.604240537,0.756060362,0.437519908,-0.011561215,0.09879458,0.387406081,1.74556613,0.887637079,0.561883986,0.034754563,0.077970937,0.291066945,2.013722658,1.165939808,0.639723659,0.03271823,0.095798165
215,0.342781901,0.381950498,0.287929326,0.342781901,1.607977629,0.776203632,0.431715012,-0.008183006,0.091541931,0.381950498,1.733007669,0.891915381,0.555500925,0.034325447,0.088328972,0.287929326,1.982542872,1.13549459,0.619516253,0.015933853,0.077677563
216,0.287587643,0.371014625,0.28224057,0.287587643,1.611214638,0.790832043,0.429585576,0.011384582,0.087897643,0.371014625,1.744515061,0.889484346,0.550794184,0.041253097,0.08982417,0.28224057,1.975275636,1.088073373,0.63781786,0.019648079,0.07984449
217,0.352409542,0.420245171,0.30855149,0.352409542,1.605341196,0.74190402,0.430100054,-0.001692183,0.081463695,0.420245171,1.747634292,0.901381433,0.543629229,0.038181175,0.087315023,0.30855149,1.970265508,1.11736834,0.612188339,0.02833602,0.075824827
218,0.315743953,0.369893432,0.252577364,0.315743953,1.616122603,0.793954492,0.426460594,-0.025386214,0.073195666,0.369893432,1.751832485,0.891941965,0.543016553,0.043941524,0.077176988,0.252577364,1.987292171,1.114755869,0.622496605,0.037204221,0.08602035
219,0.334411532,0.376260191,0.276660085,0.334411532,1.619490862,0.769365728,0.416714013,-0.011652395,0.064261198,0.376260191,1.764101982,0.871964276,0.533341408,0.050639,0.097754881,0.276660085,1.972047687,1.106019974,0.611831248,0.018601328,0.07563664
220,0.317027509,0.385140926,0.262702495,0.317027509,1.613558769,0.844045877,0.41275835,-0.002719633,0.065630093,0.385140926,1.771007776,0.966078877,0.518909574,0.050857361,0.084597126,0.262702495,1.945039272,1.130062699,0.625106335,0.047014326,0.093145087
221,0.301571697,0.387464225,0.24597168,0.301571697,1.626607776,0.856976211,0.409695864,-0.028205398,0.078258663,0.387464225,1.75206542,0.951568484,0.528594434,0.04518953,0.082421362,0.24597168,1.95313108,1.142014861,0.609871507,0.051038392,0.067969918
222,0.312797576,0.361443758,0.206140339,0.312797576,1.623594761,0.813912034,0.410485059,-0.005648227,0.084801674,0.361443758,1.768823743,0.97991693,0.523399472,0.062119354,0.079630211,0.206140339,1.955134511,1.129401565,0.603202879,0.032259393,0.078671664
223,0.274991721,0.357487291,0.212163046,0.274991721,1.616230726,0.813296795,0.404883385,-0.003956504,0.08122991,0.357487291,1.764213562,0.969242573,0.508434534,0.046144005,0.081414491,0.212163046,1.867001653,1.186793447,0.607583046,0.048818592,0.090446606
224,0.279584229,0.348894805,0.237886474,0.279584229,1.603470325,0.842907667,0.420083731,-0.0048973,0.091682911,0.348894805,1.758643508,0.917136133,0.505034685,0.053336583,0.082630903,0.237886474,1.87170887,1.124911904,0.607672453,0.045520082,0.080601916
225,0.259500086,0.351207435,0.257444143,0.259500086,1.601432204,0.813103437,0.405470729,0.000592276,0.083095491,0.351207435,1.76619494,0.958581924,0.508113563,0.045745626,0.080452368,0.257444143,1.860718846,1.110351324,0.607552409,0.052283626,0.077936187
226,0.253002912,0.331858397,0.255581975,0.253002912,1.616747975,0.845273018,0.406681776,-0.004410565,0.084166706,0.331858397,1.764449477,0.930299819,0.52013576,0.045954172,0.093350992,0.255581975,1.849095702,1.098443627,0.598838747,0.039567623,0.091120049
227,0.277240783,0.360462874,0.247201234,0.277240783,1.615686655,0.829900444,0.392234564,0.003514765,0.087728396,0.360462874,1.773261905,0.939600945,0.518347859,0.017595058,0.082740992,0.247201234,1.838247299,1.109112144,0.590475857,0.064639941,0.067768157
228,0.258158773,0.347916454,0.258668661,0.258158773,1.605038404,0.83107543,0.400443345,0.001575287,0.090293333,0.347916454,1.784592986,0.966713667,0.505623519,0.035948534,0.099993899,0.258668661,1.826743484,1.122667909,0.597550511,0.057214126,0.096434191
229,0.177357808,0.325865149,0.255621016,0.177357808,1.610834599,0.866258562,0.401583523,0.006598631,0.087976098,0.325865149,1.778813958,0.948246837,0.520686507,0.036046285,0.083626598,0.255621016,1.821564555,1.12199378,0.599775195,0.057648499,0.087823734
230,0.214715973,0.279181033,0.237669647,0.214715973,1.538316846,0.86860317,0.394543588,0.007100784,0.094062239,0.279181033,1.781814098,0.97778666,0.512478828,0.03488363,0.089850545,0.237669647,1.869665504,1.109735489,0.612474144,0.054909185,0.084676489
231,0.280877173,0.268499434,0.244945079,0.280877173,1.516539454,0.823894322,0.407529354,-0.004879521,0.089048147,0.268499434,1.706699371,1.002670288,0.51219368,0.036317334,0.096084937,0.244945079,2.068337917,1.030579448,0.805290341,0.066173911,0.087749392
232,0.276755303,0.309006065,0.249280974,0.276755303,1.529327393,0.806723714,0.39921689,0.007991488,0.095981374,0.309006065,1.708751321,0.960610747,0.49959448,0.04400555,0.072851628,0.249280974,2.155963421,1.052161694,0.977040768,0.063975751,0.074630395
233,0.254664034,0.327651083,0.229680285,0.254664034,1.525617003,0.812513471,0.387587875,0.00432363,0.080336571,0.327651083,1.720646739,0.944755137,0.503205895,0.032970637,0.088697806,0.229680285,2.092212915,1.081171274,0.924900115,0.082360335,0.079259396
234,0.238769203,0.339671969,0.206189156,0.238769203,1.531199574,0.834992528,0.399377733,0.018081276,0.094710663,0.339671969,1.724234581,0.942386985,0.501090407,0.06584473,0.080857038,0.206189156,2.082855701,1.059861064,1.05196023,0.087483943,0.07913956
235,0.234731644,0.317679554,0.197829708,0.234731644,1.502927899,0.830844343,0.389721394,0.001198789,0.089251161,0.317679554,1.725973129,0.943032384,0.500142097,0.054592997,0.073220789,0.197829708,2.06251502,1.104295254,1.064119816,0.101726905,0.076846167
236,0.256238878,0.296249926,0.161084726,0.256238878,1.513252854,0.837658942,0.404855311,0.023689551,0.078399539,0.296249926,1.704029441,0.968256831,0.493992835,0.057391651,0.078901708,0.161084726,2.142761946,1.024992228,1.058311582,0.097825833,0.089556798
237,0.250123203,0.298217863,0.119998664,0.250123203,1.596259356,0.799761236,0.437964469,0.011308188,0.084477976,0.298217863,1.71408844,0.96480298,0.499826103,0.039203919,0.071578816,0.119998664,2.182579994,1.058250308,1.031573057,0.115286544,0.10027878
238,0.231127605,0.266793758,0.071605988,0.231127605,1.671645045,0.77440083,0.691036344,0.024336822,0.082341,0.266793758,1.779483318,0.935516119,0.528651297,0.049555011,0.055331822,0.071605988,2.181396484,1.021445036,1.036865473,0.149610445,0.076651812
239,0.22622107,0.279787064,0.038368106,0.22622107,1.675008774,0.764832258,0.751104951,0.010362741,0.100913823,0.279787064,1.829151988,0.896559954,0.757501364,0.033954151,0.071099535,0.038368106,2.1943295,1.12523067,1.067091465,0.147083998,0.074089691
240,0.188752055,0.241035581,0.045375615,0.188752055,1.700272918,0.777897358,0.790418744,0.029135495,0.066915929,0.241035581,1.870565176,0.878767729,0.868123531,0.039621506,0.058411162,0.045375615,2.166621208,1.088500857,1.128703833,0.149776161,0.040780898
241,0.187233582,0.215374261,-0.011067258,0.187233582,1.658538461,0.780391753,0.816799581,0.05779634,0.077721268,0.215374261,1.885028243,0.898527503,0.852784753,0.081029259,0.077774227,-0.011067258,2.153573513,1.056527376,1.082694888,0.154291719,0.055633496
242,0.176588178,0.215456843,-0.005182918,0.176588178,1.642048955,0.745312095,0.831889033,0.097264253,0.084834054,0.215456843,1.87656188,0.928267658,0.958672523,0.087875418,0.075206086,-0.005182918,2.04276967,1.075355649,0.998602271,0.136849999,0.046682741
243,0.130975962,0.162806705,-0.028195305,0.130975962,1.797485828,0.7272228,0.862572491,0.142881855,0.073055089,0.162806705,1.764556527,0.915248394,0.930996835,0.12527439,0.075998843,-0.028195305,2.115025997,1.057891488,1.058387637,0.114238545,0.051537123
244,0.067339674,0.146941602,-0.020883977,0.067339674,1.73266387,0.701608658,0.853803039,0.175091311,0.081516862,0.146941602,1.949773908,0.861217022,0.928464651,0.158327669,0.07186912,-0.020883977,2.046519995,1.018640637,1.057993412,0.148908243,0.037638556
245,0.042258173,0.098449677,-0.080363095,0.042258173,1.819011211,0.749134064,0.777237177,0.168101788,0.068707526,0.098449677,1.939185023,0.863622308,0.967232943,0.153202355,0.055551719,-0.080363095,2.206240416,1.061101317,1.070643067,0.127554268,0.044781696
246,0.037437905,0.065513149,-0.059031356,0.037437905,1.780123115,0.831269741,0.818069756,0.161097884,0.067859843,0.065513149,1.961416006,0.869726241,0.903991222,0.165766358,0.067145437,-0.059031356,2.128326416,1.063279986,1.028350353,0.139284939,0.022829887
247,0.001789084,0.023946466,-0.038314886,0.001789084,1.766081452,0.780021846,0.866420388,0.169830531,0.070763975,0.023946466,1.963318944,0.907462835,0.965309083,0.154887542,0.04296821,-0.038314886,2.095279455,1.061102033,1.093360662,0.12281467,0.015530419
248,-0.027792139,-0.036297616,-0.071450315,-0.027792139,1.694305897,0.718335927,0.821950436,0.156863987,0.058404636,-0.036297616,1.916010618,0.896277606,1.010530949,0.135630548,0.039664488,-0.071450315,2.046697617,1.076710463,1.068771243,0.153731376,0.036658552
249,-0.05835963,-0.074659355,-0.078830913,-0.05835963,1.759099245,0.766582489,0.831915736,0.16806823,0.049095239,-0.074659355,1.890750527,0.868708313,0.933408022,0.168720573,0.030367535,-0.078830913,2.049901962,1.104982972,1.030526161,0.111938156,0.039345194
250,-0.071193948,-0.102442488,-0.082684867,-0.071193948,1.694610596,0.766112685,0.830518901,0.168099076,0.044758495,-0.102442488,1.880649447,0.916058779,0.932521105,0.173099011,0.036532428,-0.082684867,1.999416828,1.067985058,1.111362338,0.141245827,0.043174487
251,-0.028222933,-0.103773043,-0.08366251,-0.028222933,1.630090356,0.815093517,0.870434165,0.153226301,0.044109922,-0.103773043,1.800020576,0.879391253,0.947232902,0.172307119,0.02145515,-0.08366251,2.127731323,1.1157341,1.087009549,0.134313673,0.030110661
252,-0.07215488,-0.091277704,-0.064505868,-0.07215488,1.809190512,0.753178596,0.865634382,0.157047495,0.034752678,-0.091277704,1.859511852,0.884963453,0.991025627,0.150352344,0.007602166,-0.064505868,2.123728991,1.074877977,1.133165717,0.149419114,0.046568241
253,-0.054215688,-0.13113752,-0.07941246,-0.054215688,1.697899461,0.738299847,0.801795959,0.165354997,0.026786458,-0.13113752,2.003421783,0.919815302,0.967775285,0.144542202,0.011239007,-0.07941246,2.115809441,1.111959577,1.014986396,0.104438081,0.035872441
254,-0.075372033,-0.110295385,-0.097752839,-0.075372033,1.817316055,0.766153932,0.896549225,0.161375165,0.014397521,-0.110295385,1.912549019,0.890314698,0.928301454,0.16721347,0.004382867,-0.097752839,2.076074123,1.120037079,1.124589086,0.116155639,0.053818416
255,-0.082007781,-0.129256755,-0.095447876,-0.082007781,1.684278965,0.78086853,0.827697337,0.168101594,0.023648653,-0.129256755,1.994461179,0.891554117,1.012405872,0.166186243,0.018505599,-0.095447876,2.044705629,1.13138628,1.085774541,0.156432584,0.063523725
256,-0.079605684,-0.137704313,-0.100069314,-0.079605684,1.733750343,0.782808959,0.85731101,0.171920776,0.02104402,-0.137704313,1.826083899,0.8962183,0.882096112,0.160587624,0.003396977,-0.100069314,2.056004763,1.147791147,1.085684299,0.115501642,0.100172117
257,-0.092734724,-0.135314226,-0.09452533,-0.092734724,1.666856527,0.735826015,0.926577032,0.158505037,0.03224482,-0.135314226,1.880833864,0.887130201,0.969766557,0.132653549,0.001290169,-0.09452533,2.044775963,1.149718523,1.143207431,0.132130444,0.115293652
258,-0.098426916,-0.117858976,-0.084127985,-0.098426916,1.726480484,0.770165324,0.834106266,0.189508095,0.026812013,-0.117858976,1.785031915,0.914147496,1.05089283,0.151941806,0.008909319,-0.084127985,2.226597309,1.1846205,1.037180185,0.151930258,0.133773685
259,-0.079514198,-0.128857732,-0.093947418,-0.079514198,1.724112153,0.788557589,0.966098368,0.160664752,0.038088139,-0.128857732,1.938924789,0.88793081,0.976024747,0.164310068,0.005914491,-0.093947418,2.078589916,1.18006742,1.12790668,0.111658499,0.119265318
260,-0.102942839,-0.15386042,-0.120499074,-0.102942839,1.711827278,0.775387049,0.78699249,0.16818215,0.055845629,-0.15386042,1.907943726,0.935970545,1.060687423,0.147054583,0.046211336,-0.120499074,2.160684347,1.16219461,1.129652858,0.130995661,0.128788307
261,-0.077416234,-0.165763304,-0.091351248,-0.077416234,1.660870433,0.812886894,0.903730392,0.172725514,0.073542058,-0.165763304,1.891485333,0.943872094,0.920012236,0.160531715,0.043485131,-0.091351248,2.016088009,1.176203251,1.08749783,0.151310965,0.14300777
262,-0.107568294,-0.153737485,-0.103072226,-0.107568294,1.605177283,0.849334896,0.878812492,0.158790678,0.070538476,-0.153737485,1.888733625,0.939225852,0.986929655,0.149712354,0.062566027,-0.103072226,2.105869293,1.206311941,1.099427342,0.140772387,0.154056847
263,-0.086703926,-0.126189455,-0.116343409,-0.086703926,1.72492218,0.801744282,0.90354979,0.154672444,0.09466137,-0.126189455,1.821526527,0.952408612,0.984964848,0.171898276,0.067312792,-0.116343409,2.021940231,1.19880271,1.065502405,0.145602494,0.14429599
264,-0.091181181,-0.1567384,-0.09699136,-0.091181181,1.732247949,0.855045438,0.927728176,0.176727444,0.092165262,-0.1567384,1.860244036,0.967435598,0.934233844,0.149816588,0.095609009,-0.09699136,1.966230989,1.152648091,1.090699196,0.169662446,0.143259406
265,-0.099750645,-0.164316028,-0.103343435,-0.099750645,1.717067838,0.826547503,0.790976644,0.165611178,0.11908567,-0.164316028,1.812625885,0.959072709,1.004653692,0.152121037,0.096986309,-0.103343435,2.034522057,1.202327371,1.172429204,0.108959638,0.108851127
266,-0.083764225,-0.156022668,-0.114111766,-0.083764225,1.805423021,0.860779047,0.890128434,0.154365569,0.12516053,-0.156022668,1.966198325,0.950848103,0.940686524,0.155266374,0.097410589,-0.114111766,2.125144243,1.189961433,1.082581758,0.144924715,0.065013058
267,-0.10741286,-0.151857495,-0.112664223,-0.10741286,1.616270065,0.846489668,0.845515132,0.163721755,0.139171034,-0.151857495,1.88520968,0.98968178,1.027912855,0.156119093,0.102184474,-0.112664223,2.092535019,1.226509094,1.101863861,0.142006114,0.0476906
268,-0.145461977,-0.15832907,-0.127815679,-0.145461977,1.716923952,0.841699362,0.9021402,0.173129335,0.141120523,-0.15832907,1.868251443,0.958253145,1.008573055,0.150415719,0.12729308,-0.127815679,2.194556475,1.271567941,1.114568949,0.150290072,0.040167771
269,-0.128219903,-0.157382116,-0.105105139,-0.128219903,1.631229281,0.871787429,0.794125021,0.162535638,0.145943731,-0.157382116,1.827233911,0.978175938,0.98812449,0.153086439,0.123232782,-0.105105139,2.077590704,1.231349111,1.016607404,0.136495233,0.038367055
270,-0.094104454,-0.165115714,-0.133525103,-0.094104454,1.655498266,0.884021819,0.849220991,0.179000586,0.160556346,-0.165115714,1.87070179,0.964172184,0.999337256,0.169165522,0.148969799,-0.133525103,2.125083685,1.25468874,1.128619909,0.138344899,0.061543904
271,-0.10653539,-0.179157704,-0.112573653,-0.10653539,1.651161671,0.861028373,0.86388731,0.156421334,0.136813998,-0.179157704,1.77518332,1.011145234,0.924619794,0.161451742,0.129163593,-0.112573653,2.014449596,1.274563909,1.095386744,0.158870459,0.07871858
272,-0.128293499,-0.158646256,-0.125815138,-0.128293499,1.670613408,0.851887643,0.849378765,0.174007028,0.137366802,-0.158646256,1.78483963,1.012803674,0.99022758,0.179834068,0.142432064,-0.125815138,2.066517115,1.253836751,1.080142856,0.135611698,0.094603173
273,-0.104566991,-0.152140379,-0.128167108,-0.104566991,1.72849381,0.88903749,0.866062999,0.172605753,0.129948527,-0.152140379,1.852370858,1.041474342,0.941057503,0.152935222,0.129012972,-0.128167108,2.044467211,1.212841392,1.088902354,0.120902754,0.087306418
274,-0.114746258,-0.160130203,-0.109827682,-0.114746258,1.718386412,0.908324838,0.868714094,0.18197614,0.103181951,-0.160130203,1.873883605,1.006479263,0.911650479,0.179898441,0.130191892,-0.109827682,2.04282403,1.243355751,1.081616282,0.141067654,0.096598171
275,-0.120154321,-0.177289844,-0.139281183,-0.120154321,1.744768023,0.868987858,0.811554909,0.172188461,0.113549866,-0.177289844,1.897127032,1.05109024,1.040216327,0.149697423,0.138290524,-0.139281183,2.112720728,1.251368046,1.139417171,0.098172933,0.119420193
276,-0.119994603,-0.158622995,-0.131467566,-0.119994603,1.746286154,0.901451051,0.904627025,0.158815652,0.117086299,-0.158622995,1.954559326,0.987199903,0.94280839,0.164371699,0.139561355,-0.131467566,1.996563315,1.199476838,1.079890013,0.142172933,0.107873075
277,-0.133065045,-0.188988268,-0.146250471,-0.133065045,1.779017448,0.888602734,0.905643523,0.162738502,0.107931145,-0.188988268,1.896588087,0.996271729,0.987172663,0.173400611,0.113742821,-0.146250471,2.087862968,1.271861553,1.047313094,0.135241836,0.120601825
278,-0.137272552,-0.176937163,-0.174749002,-0.137272552,1.637490749,0.899444997,0.86763835,0.152974769,0.098755769,-0.176937163,1.892474174,1.033226848,1.038211942,0.168721601,0.108776085,-0.174749002,2.090309858,1.229360104,1.107745171,0.130823135,0.119664051
279,-0.134172842,-0.199263841,-0.155009687,-0.134172842,1.710681319,0.918617427,0.970057189,0.165426642,0.088343285,-0.199263841,1.748464584,1.044310451,0.920368552,0.147524312,0.119507782,-0.155009687,2.05517149,1.296132445,1.077534914,0.120427042,0.104525253
280,-0.142884508,-0.187644735,-0.163840786,-0.142884508,1.577538252,0.869611382,0.768749952,0.176942512,0.093992554,-0.187644735,1.854035854,1.064262748,0.982358456,0.148466006,0.105059035,-0.163840786,2.155130148,1.21830523,1.104434133,0.130953074,0.124746561
281,-0.129413158,-0.173846021,-0.165545106,-0.129413158,1.735909462,0.9094069,0.863942981,0.162993938,0.120503806,-0.173846021,1.744893789,0.989270151,0.942409754,0.1503997,0.120229103,-0.165545106,2.047280312,1.27249074,1.120732903,0.127264589,0.125021741
282,-0.145063803,-0.150878862,-0.152755678,-0.145063803,1.623103976,0.887776375,0.901737094,0.154967889,0.11540287,-0.150878862,1.819218874,1.063864112,0.918377876,0.196614757,0.109643303,-0.152755678,2.192448378,1.296685576,1.071509123,0.13742727,0.135364681
283,-0.136562303,-0.168280244,-0.144764096,-0.136562303,1.634395838,0.97298342,0.859862924,0.16750446,0.118141793,-0.168280244,1.838958979,1.050717235,0.97264266,0.135356471,0.115985937,-0.144764096,2.30312705,1.232444644,1.108510017,0.161428511,0.113034502
284,-0.15019621,-0.201486349,-0.149136722,-0.15019621,1.691668868,0.898657501,0.856857598,0.158908799,0.113985382,-0.201486349,1.721639872,1.050579786,1.000843525,0.151405156,0.124829106,-0.149136722,2.204960346,1.298593044,1.066414237,0.149449885,0.128610298
285,-0.152110115,-0.175551414,-0.173467055,-0.152110115,1.62196672,0.882554591,0.88250035,0.150470629,0.117448829,-0.175551414,1.857486963,1.070598722,0.997467935,0.157351702,0.117454909,-0.173467055,2.203845739,1.258056164,1.05022192,0.119489208,0.119385108
